x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
0.03636,0.02614,0.02568,0.02602,0.04232,0.02694,0.02558,0.02602,0.0763,0.03212,0.0265,0.02552,4.0e-5,0.04998,0.03428,0.02596,0.0,0.0,0.00988,0.03842,0.0,2.0e-5,0.0,0.00308
0.02276,0.01698,0.0168,0.01598,0.03158,0.01782,0.01626,0.01598,0.07234,0.02118,0.01728,0.01592,6.0e-5,0.04944,0.02334,0.01686,0.0,0.0,0.01052,0.02856,2.0e-5,2.0e-5,0.0,0.0027
0.0149,0.0102,0.0095,0.01032,0.02024,0.00996,0.00988,0.00958,0.06202,0.01296,0.00916,0.00978,6.0e-5,0.05166,0.01504,0.00986,0.0,4.0e-5,0.01102,0.01874,0.0,0.0,0.0,0.00266
0.00868,0.00622,0.00578,0.00554,0.01306,0.00658,0.005,0.00574,0.05152,0.0083,0.00592,0.00606,0.00014,0.05156,0.00936,0.00568,4.0e-5,0.0,0.01252,0.01344,0.0,2.0e-5,0.0,0.00278
0.00458,0.00314,0.00348,0.00284,0.00814,0.00324,0.00262,0.00312,0.04222,0.0045,0.00336,0.0031,0.00022,0.05044,0.00616,0.00338,0.0,0.00012,0.0134,0.00858,2.0e-5,2.0e-5,0.0,0.00344
0.00244,0.00166,0.0015,0.0016,0.00512,0.00162,0.00142,0.00156,0.03276,0.00306,0.00146,0.0016,0.00026,0.04966,0.00392,0.0017,4.0e-5,0.00014,0.01474,0.00556,4.0e-5,6.0e-5,0.00012,0.00398
0.00134,0.00082,0.00062,0.00078,0.00276,0.00072,0.00084,0.00122,0.02472,0.0012,0.00078,0.00076,0.00074,0.0468,0.0022,0.00094,8.0e-5,0.00014,0.01552,0.0037,0.0001,0.00016,0.00012,0.00314
0.00098,0.00054,0.00042,0.00042,0.00158,0.00038,0.00036,0.00044,0.01882,0.0005,0.00052,0.00036,0.00068,0.04564,0.00134,0.00028,0.0003,0.00034,0.0167,0.0029,0.0003,0.00036,0.00028,0.00448
0.0002,0.0003,0.00018,0.0002,0.00052,0.00032,0.0002,0.00022,0.01362,0.00032,0.00022,8.0e-5,0.00138,0.04334,0.0005,0.00028,0.00044,0.0007,0.01912,0.00148,0.00036,0.00064,0.00056,0.00546
0.00028,8.0e-5,4.0e-5,4.0e-5,0.00038,0.00012,0.00012,4.0e-5,0.00874,0.00018,8.0e-5,0.00014,0.00204,0.0402,0.00028,0.0001,0.0008,0.00092,0.02114,0.00098,0.00074,0.0007,0.00076,0.00608
8.0e-5,6.0e-5,6.0e-5,2.0e-5,0.00018,2.0e-5,0.0,4.0e-5,0.00588,0.00018,2.0e-5,4.0e-5,0.00334,0.03554,6.0e-5,0.0,0.00134,0.0018,0.02152,0.00064,0.00144,0.00112,0.00158,0.00728
0.0001,2.0e-5,0.0,2.0e-5,0.0001,2.0e-5,4.0e-5,0.0,0.00458,4.0e-5,0.0,2.0e-5,0.0049,0.0328,0.0001,0.0,0.00216,0.00256,0.02432,0.00024,0.00226,0.00168,0.00206,0.00838
2.0e-5,0.0,2.0e-5,0.0,2.0e-5,0.0,0.0,0.0,0.00254,0.0,0.0,0.0,0.00668,0.03042,2.0e-5,0.0,0.00316,0.0039,0.0273,0.00034,0.0033,0.00352,0.00354,0.01036
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0e-5,0.0018,2.0e-5,2.0e-5,2.0e-5,0.00946,0.02686,0.0,0.0,0.00464,0.00556,0.02942,0.0001,0.00432,0.00514,0.00542,0.01224
0.0,4.0e-5,0.0,0.0,2.0e-5,0.0,0.0,0.0,0.00108,0.0,0.0,0.0,0.01286,0.02254,2.0e-5,0.0,0.00658,0.0078,0.03156,6.0e-5,0.00722,0.00668,0.00692,0.0144
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.01552,0.01886,2.0e-5,0.0,0.0096,0.01206,0.03458,6.0e-5,0.00948,0.00964,0.01012,0.01686
0.0,0.0,0.0,0.0,2.0e-5,0.0,0.0,0.0,0.00046,0.0,0.0,0.0,0.02054,0.01618,0.0,0.0,0.01306,0.01474,0.03586,2.0e-5,0.01294,0.01222,0.01398,0.02012
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016,0.0,0.0,0.0,0.0245,0.01474,0.0,0.0,0.01778,0.019,0.03616,2.0e-5,0.01606,0.01738,0.0175,0.02442
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018,0.0,0.0,0.0,0.02988,0.01162,0.0,0.0,0.02098,0.02394,0.03918,0.0,0.02148,0.02168,0.02212,0.02934
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0e-5,0.0,0.0,0.0,0.03654,0.00944,0.0,0.0,0.02684,0.02828,0.03986,0.0,0.02684,0.02522,0.02664,0.0329
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04124,0.0078,0.0,0.0,0.03276,0.03316,0.03982,2.0e-5,0.03132,0.0338,0.03212,0.0373
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0e-5,0.0,0.0,0.0,0.04532,0.00638,0.0,0.0,0.03704,0.03952,0.0418,0.0,0.0383,0.0369,0.03692,0.03956
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0e-5,0.0,0.0,0.0,0.05072,0.00504,0.0,0.0,0.04406,0.04384,0.04026,0.0,0.04194,0.04312,0.04252,0.04436
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05486,0.00348,0.0,0.0,0.04838,0.05098,0.03976,0.0,0.04718,0.04708,0.04824,0.04768
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05512,0.0035,0.0,0.0,0.05276,0.05352,0.03894,0.0,0.05134,0.05228,0.05078,0.04988
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05786,0.00226,0.0,0.0,0.05406,0.05688,0.03638,0.0,0.0538,0.0555,0.05724,0.05144
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0587,0.00156,0.0,0.0,0.05654,0.0556,0.03238,0.0,0.05778,0.0584,0.05574,0.05142
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05734,0.00154,0.0,0.0,0.05794,0.05724,0.03086,0.0,0.05936,0.0607,0.05922,0.05098
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0548,0.00124,0.0,0.0,0.05858,0.05822,0.02804,0.0,0.05918,0.0601,0.05876,0.04866
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0515,0.00082,0.0,0.0,0.05706,0.05536,0.02362,0.0,0.05668,0.05618,0.05804,0.04684
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04634,0.00052,0.0,0.0,0.05394,0.05424,0.02156,0.0,0.05614,0.05446,0.05366,0.04452
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04288,0.00052,0.0,0.0,0.05402,0.04896,0.01912,0.0,0.04856,0.0504,0.051,0.03956
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0382,0.0003,0.0,0.0,0.04698,0.0447,0.0157,0.0,0.04704,0.046,0.0472,0.03522
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03354,0.0003,0.0,0.0,0.04184,0.04048,0.01296,0.0,0.04276,0.04196,0.04212,0.03156
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02792,0.00018,0.0,0.0,0.0369,0.03596,0.01074,0.0,0.03684,0.03744,0.03574,0.02734
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0242,2.0e-5,0.0,0.0,0.03244,0.0311,0.00894,0.0,0.03348,0.03166,0.03198,0.02366
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0193,0.00012,0.0,0.0,0.02614,0.02542,0.0076,0.0,0.02742,0.0266,0.02704,0.01948
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01632,2.0e-5,0.0,0.0,0.02066,0.02098,0.0059,0.0,0.02254,0.02222,0.02242,0.01576
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132,2.0e-5,0.0,0.0,0.01872,0.01662,0.0044,0.0,0.01822,0.01896,0.01784,0.01316
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01056,2.0e-5,0.0,0.0,0.01398,0.01324,0.0037,0.0,0.0158,0.014,0.01422,0.0101
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00812,2.0e-5,0.0,0.0,0.0121,0.01094,0.00242,0.0,0.01196,0.0121,0.01194,0.00822
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00622,2.0e-5,0.0,0.0,0.00908,0.00834,0.00204,0.0,0.00942,0.00906,0.00942,0.0061
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00478,0.0,0.0,0.0,0.00754,0.00602,0.00154,0.0,0.007,0.00722,0.00652,0.0043
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00332,0.0,0.0,0.0,0.00514,0.0048,0.0009,0.0,0.0051,0.00478,0.0052,0.00344
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00232,0.0,0.0,0.0,0.00398,0.00318,0.0006,0.0,0.0046,0.00382,0.00376,0.00272
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.00302,0.00238,0.00042,0.0,0.00274,0.00288,0.00262,0.002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00124,0.0,0.0,0.0,0.00206,0.0019,0.00024,0.0,0.00188,0.00182,0.00196,0.00108
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00104,0.0,0.0,0.0,0.00156,0.00148,0.0002,0.0,0.00142,0.00138,0.00142,0.0007
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00064,0.0,0.0,0.0,0.00106,0.001,0.00016,0.0,0.00108,0.00104,0.00082,0.00068
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.00056,0.00058,0.00016,0.0,0.0008,0.00066,0.0006,0.0004
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028,0.0,0.0,0.0,0.00038,0.00046,8.0e-5,0.0,0.00038,0.0004,0.00036,0.00036
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016,0.0,0.0,0.0,0.00026,0.00032,8.0e-5,0.0,0.00038,0.00024,0.00036,0.00016
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014,0.0,0.0,0.0,0.00022,0.00022,2.0e-5,0.0,0.00018,0.00018,0.00022,0.00018
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014,0.0,0.0,0.0,0.00012,0.00012,0.0,0.0,0.00016,0.0002,0.00014,0.00012
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0e-5,0.0,0.0,0.0,4.0e-5,0.00014,6.0e-5,0.0,0.00012,4.0e-5,6.0e-5,8.0e-5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0e-5,0.0,0.0,0.0,0.0001,2.0e-5,2.0e-5,0.0,8.0e-5,6.0e-5,6.0e-5,2.0e-5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0e-5,0.0,0.0,0.0,4.0e-5,4.0e-5,2.0e-5,6.0e-5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0e-5,0.0,0.0,0.0,6.0e-5,2.0e-5,0.0,0.0,0.0,2.0e-5,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0e-5,2.0e-5,2.0e-5,0.0,2.0e-5,2.0e-5,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0e-5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0e-5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
