x1,x2,x3,x4,x5
2.0e-5,0.01258,0.01976,2.0e-5,0.0
4.0e-5,0.01562,0.01584,4.0e-5,0.0
2.0e-5,0.01722,0.01334,0.0,0.0
8.0e-5,0.01964,0.01036,0.0,0.0
8.0e-5,0.02298,0.00914,0.0,0.0
8.0e-5,0.02646,0.00678,2.0e-5,0.0
0.00016,0.03004,0.00556,0.0,0.0
0.00022,0.03232,0.00434,0.0,0.0
0.00038,0.03528,0.00312,0.0,0.0
0.00024,0.03788,0.00316,0.0,0.0
0.00072,0.04076,0.0013,0.0,0.0
0.00092,0.03922,0.00154,0.0,0.0
0.00108,0.04312,0.0009,0.0,0.0
0.0015,0.04364,0.00066,0.0,0.0
0.00176,0.04216,0.00054,0.0,0.0
0.00238,0.0421,0.00028,0.0,0.0
0.00282,0.04126,0.00014,0.0,0.0
0.0039,0.04142,0.0001,0.0,0.0
0.00522,0.03918,0.00018,0.0,0.0
0.00538,0.0392,4.0e-5,0.0,0.0
0.00718,0.03458,4.0e-5,0.0,0.0
0.00864,0.03228,6.0e-5,0.0,0.0
0.00968,0.0309,2.0e-5,0.0,0.0
0.01166,0.02696,2.0e-5,0.0,0.0
0.01304,0.02548,0.0,0.0,0.0
0.0165,0.02282,0.0,0.0,0.0
0.01826,0.02028,2.0e-5,0.0,0.0
0.019,0.01728,0.0,0.0,0.0
0.02208,0.01454,0.0,0.0,0.0
0.0247,0.01218,0.0,0.0,0.0
0.026,0.0106,0.0,0.0,0.0
0.0282,0.00842,0.0,0.0,0.0
0.0304,0.0073,0.0,0.0,0.0
0.03218,0.00544,0.0,0.0,0.0
0.03466,0.00478,0.0,0.0,0.0
0.03642,0.00408,0.0,0.0,0.0
0.0371,0.00282,0.0,0.0,0.0
0.0376,0.00274,0.0,0.0,0.0
0.0374,0.00222,0.0,0.0,0.0
0.03802,0.00164,0.0,0.0,0.0
0.03828,0.00128,0.0,0.0,0.0
0.03778,0.00084,0.0,0.0,0.0
0.03534,0.00068,0.0,0.0,0.0
0.03478,0.0004,0.0,0.0,0.0
0.03346,0.0004,0.0,0.0,0.0
0.0325,0.00016,0.0,0.0,0.0
0.03052,0.00018,0.0,0.0,0.0
0.02868,0.0001,0.0,0.0,0.0
0.02692,4.0e-5,0.0,0.0,0.0
0.02272,0.00016,0.0,0.0,0.0
0.02168,6.0e-5,0.0,0.0,0.0
0.01982,6.0e-5,0.0,0.0,0.0
0.0179,2.0e-5,0.0,0.0,0.0
0.01528,2.0e-5,0.0,0.0,0.0
0.01464,0.0,0.0,0.0,0.0
0.01294,2.0e-5,0.0,0.0,0.0
0.01,6.0e-5,0.0,0.0,0.0
0.00826,0.0,0.0,0.0,0.0
0.00774,0.0,0.0,0.0,0.0
0.00664,0.0,0.0,0.0,0.0
0.005,0.0,0.0,0.0,0.0
0.00444,0.0,0.0,0.0,0.0
0.00352,0.0,0.0,0.0,0.0
0.00274,0.0,0.0,0.0,0.0
0.0027,0.0,0.0,0.0,0.0
0.00252,0.0,0.0,0.0,0.0
0.00158,0.0,0.0,0.0,0.0
0.0012,0.0,0.0,0.0,0.0
0.00108,0.0,0.0,0.0,0.0
0.00076,0.0,0.0,0.0,0.0
0.00082,0.0,0.0,0.0,0.0
0.00052,0.0,0.0,0.0,0.0
0.00036,0.0,0.0,0.0,0.0
0.0002,0.0,0.0,0.0,0.0
0.00016,0.0,0.0,0.0,0.0
0.00024,0.0,0.0,0.0,0.0
0.00014,0.0,0.0,0.0,0.0
0.00016,0.0,0.0,0.0,0.0
6.0e-5,0.0,0.0,0.0,0.0
6.0e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
2.0e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
4.0e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
