x1,x2,x3,x4,x5
0.01548,0.03808,0.00014,0.0,0.0
0.01888,0.03474,6.0e-5,0.0,0.0
0.02258,0.03166,2.0e-5,0.0,0.0
0.024,0.02682,0.0,0.0,0.0
0.02786,0.02368,2.0e-5,0.0,0.0
0.03258,0.02052,4.0e-5,0.0,0.0
0.03368,0.01678,0.0,0.0,0.0
0.03688,0.01402,0.0,0.0,0.0
0.0406,0.01216,0.0,0.0,0.0
0.03928,0.00854,0.0,0.0,0.0
0.042,0.00718,0.0,0.0,0.0
0.04336,0.0061,0.0,0.0,0.0
0.04354,0.00468,0.0,0.0,0.0
0.04322,0.00358,0.0,0.0,0.0
0.04426,0.00256,0.0,0.0,0.0
0.04234,0.00222,0.0,0.0,0.0
0.04066,0.00196,0.0,0.0,0.0
0.03852,0.00106,0.0,0.0,0.0
0.03884,0.00088,0.0,0.0,0.0
0.03246,0.0007,0.0,0.0,0.0
0.03252,0.00038,0.0,0.0,0.0
0.02922,0.00018,0.0,0.0,0.0
0.02638,0.0001,0.0,0.0,0.0
0.02288,6.0e-5,0.0,0.0,0.0
0.02068,6.0e-5,0.0,0.0,0.0
0.01734,8.0e-5,0.0,0.0,0.0
0.01502,0.00012,0.0,0.0,0.0
0.01388,6.0e-5,0.0,0.0,0.0
0.01048,2.0e-5,0.0,0.0,0.0
0.00912,2.0e-5,0.0,0.0,0.0
0.00744,2.0e-5,0.0,0.0,0.0
0.00612,0.0,0.0,0.0,0.0
0.00474,0.0,0.0,0.0,0.0
0.00364,0.0,0.0,0.0,0.0
0.00346,0.0,0.0,0.0,0.0
0.00262,0.0,0.0,0.0,0.0
0.00188,0.0,0.0,0.0,0.0
0.00154,2.0e-5,0.0,0.0,0.0
0.00118,0.0,0.0,0.0,0.0
0.00086,0.0,0.0,0.0,0.0
0.0006,0.0,0.0,0.0,0.0
0.00052,0.0,0.0,0.0,0.0
0.0003,0.0,0.0,0.0,0.0
0.00016,0.0,0.0,0.0,0.0
0.0002,0.0,0.0,0.0,0.0
6.0e-5,0.0,0.0,0.0,0.0
0.0001,0.0,0.0,0.0,0.0
6.0e-5,0.0,0.0,0.0,0.0
2.0e-5,0.0,0.0,0.0,0.0
2.0e-5,0.0,0.0,0.0,0.0
2.0e-5,0.0,0.0,0.0,0.0
2.0e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
